MS Mass (solMass),Period (days),Inclination (degs),MS Atmosphere Model,Native Amplitude (mag),Only-Horizon Amplitude (mag),Amplitude Difference (mag),Eclipsing?
0.11288378916846889,0.8858667904100825,5.0,,,,,
0.11288378916846889,0.8858667904100825,10.0,,,,,
0.11288378916846889,0.8858667904100825,15.0,,,,,
0.11288378916846889,0.8858667904100825,20.0,,,,,
0.11288378916846889,0.8858667904100825,25.0,,,,,
0.11288378916846889,0.8858667904100825,30.0,,,,,
0.11288378916846889,0.8858667904100825,35.0,,,,,
0.11288378916846889,0.8858667904100825,40.0,,,,,
0.11288378916846889,0.8858667904100825,45.0,,,,,
0.11288378916846889,0.8858667904100825,50.0,,,,,
0.11288378916846889,0.8858667904100825,55.0,,,,,
0.11288378916846889,0.8858667904100825,60.0,,,,,
0.11288378916846889,0.8858667904100825,65.0,,,,,
0.11288378916846889,0.8858667904100825,70.0,,,,,
0.11288378916846889,0.8858667904100825,75.0,,,,,
0.11288378916846889,0.8858667904100825,80.0,,,,,
0.11288378916846889,0.8858667904100825,85.0,,,,,
0.11288378916846889,0.8858667904100825,90.0,,,,,
0.11288378916846889,1.1288378916846888,0.0,,,,,
0.11288378916846889,1.1288378916846888,5.0,,,,,
0.11288378916846889,1.1288378916846888,10.0,,,,,
0.11288378916846889,1.1288378916846888,15.0,,,,,
0.11288378916846889,1.1288378916846888,20.0,,,,,
0.11288378916846889,1.1288378916846888,25.0,,,,,
0.11288378916846889,1.1288378916846888,30.0,,,,,
0.11288378916846889,1.1288378916846888,35.0,,,,,
0.11288378916846889,1.1288378916846888,40.0,,,,,
0.11288378916846889,1.1288378916846888,45.0,,,,,
0.11288378916846889,1.1288378916846888,50.0,,,,,
0.11288378916846889,1.1288378916846888,55.0,,,,,
0.11288378916846889,1.1288378916846888,60.0,,,,,
0.11288378916846889,1.1288378916846888,65.0,,,,,
0.11288378916846889,1.1288378916846888,70.0,,,,,
0.11288378916846889,1.1288378916846888,75.0,,,,,
0.11288378916846889,1.1288378916846888,80.0,,,,,
0.11288378916846889,1.1288378916846888,85.0,,,,,
0.11288378916846889,1.1288378916846888,90.0,,,,,
0.11288378916846889,1.438449888287663,0.0,,,,,
0.11288378916846889,1.438449888287663,5.0,,,,,
0.11288378916846889,1.438449888287663,10.0,,,,,
0.11288378916846889,1.438449888287663,15.0,,,,,
0.11288378916846889,1.438449888287663,20.0,,,,,
0.11288378916846889,1.438449888287663,25.0,,,,,
0.11288378916846889,1.438449888287663,30.0,,,,,
0.11288378916846889,1.438449888287663,35.0,,,,,
0.11288378916846889,1.438449888287663,40.0,,,,,
0.11288378916846889,1.438449888287663,45.0,,,,,
0.11288378916846889,1.438449888287663,50.0,,,,,
0.11288378916846889,1.438449888287663,55.0,,,,,
0.11288378916846889,1.438449888287663,60.0,,,,,
0.11288378916846889,1.438449888287663,65.0,,,,,
0.11288378916846889,1.438449888287663,70.0,,,,,
0.11288378916846889,1.438449888287663,75.0,,,,,
0.11288378916846889,1.438449888287663,80.0,,,,,
0.11288378916846889,1.438449888287663,85.0,,,,,
0.11288378916846889,1.438449888287663,90.0,,,,,
0.11288378916846889,1.8329807108324356,0.0,,,,,
0.11288378916846889,1.8329807108324356,5.0,,,,,
0.11288378916846889,1.8329807108324356,10.0,,,,,
0.11288378916846889,1.8329807108324356,15.0,,,,,
0.11288378916846889,1.8329807108324356,20.0,,,,,
0.11288378916846889,1.8329807108324356,25.0,,,,,
0.11288378916846889,1.8329807108324356,30.0,,,,,
0.11288378916846889,1.8329807108324356,35.0,,,,,
0.11288378916846889,1.8329807108324356,40.0,,,,,
0.11288378916846889,1.8329807108324356,45.0,,,,,
0.11288378916846889,1.8329807108324356,50.0,,,,,
0.11288378916846889,1.8329807108324356,55.0,,,,,
0.11288378916846889,1.8329807108324356,60.0,,,,,
0.11288378916846889,1.8329807108324356,65.0,,,,,
0.11288378916846889,1.8329807108324356,70.0,,,,,
0.11288378916846889,1.8329807108324356,75.0,,,,,
0.11288378916846889,1.8329807108324356,80.0,,,,,
0.11288378916846889,1.8329807108324356,85.0,,,,,
0.11288378916846889,1.8329807108324356,90.0,,,,,
0.11288378916846889,2.3357214690901213,0.0,,,,,
0.11288378916846889,2.3357214690901213,5.0,,,,,
0.11288378916846889,2.3357214690901213,10.0,,,,,
0.11288378916846889,2.3357214690901213,15.0,,,,,
0.11288378916846889,2.3357214690901213,20.0,,,,,
0.11288378916846889,2.3357214690901213,25.0,,,,,
0.11288378916846889,2.3357214690901213,30.0,,,,,
0.11288378916846889,2.3357214690901213,35.0,,,,,
0.11288378916846889,2.3357214690901213,40.0,,,,,
0.11288378916846889,2.3357214690901213,45.0,,,,,
0.11288378916846889,2.3357214690901213,50.0,,,,,
0.11288378916846889,2.3357214690901213,55.0,,,,,
0.11288378916846889,2.3357214690901213,60.0,,,,,
0.11288378916846889,2.3357214690901213,65.0,,,,,
0.11288378916846889,2.3357214690901213,70.0,,,,,
0.11288378916846889,2.3357214690901213,75.0,,,,,
0.11288378916846889,2.3357214690901213,80.0,,,,,
0.11288378916846889,2.3357214690901213,85.0,,,,,
0.11288378916846889,2.3357214690901213,90.0,,,,,
0.11288378916846889,2.9763514416313175,0.0,,,,,
0.11288378916846889,2.9763514416313175,5.0,,,,,
0.11288378916846889,2.9763514416313175,10.0,,,,,
0.11288378916846889,2.9763514416313175,15.0,,,,,
0.11288378916846889,2.9763514416313175,20.0,,,,,
0.11288378916846889,2.9763514416313175,25.0,,,,,
0.11288378916846889,2.9763514416313175,30.0,,,,,
0.11288378916846889,2.9763514416313175,35.0,,,,,
0.11288378916846889,2.9763514416313175,40.0,,,,,
0.11288378916846889,2.9763514416313175,45.0,,,,,
0.11288378916846889,2.9763514416313175,50.0,,,,,
0.11288378916846889,2.9763514416313175,55.0,,,,,
0.11288378916846889,2.9763514416313175,60.0,,,,,
0.11288378916846889,2.9763514416313175,65.0,,,,,
0.11288378916846889,2.9763514416313175,70.0,,,,,
0.11288378916846889,2.9763514416313175,75.0,,,,,
0.11288378916846889,2.9763514416313175,80.0,,,,,
0.11288378916846889,2.9763514416313175,85.0,,,,,
0.11288378916846889,2.9763514416313175,90.0,,,,,
0.11288378916846889,3.79269019073225,0.0,,,,,
0.11288378916846889,3.79269019073225,5.0,,,,,
0.11288378916846889,3.79269019073225,10.0,,,,,
0.11288378916846889,3.79269019073225,15.0,,,,,
0.11288378916846889,3.79269019073225,20.0,,,,,
0.11288378916846889,3.79269019073225,25.0,,,,,
0.11288378916846889,3.79269019073225,30.0,,,,,
0.11288378916846889,3.79269019073225,35.0,,,,,
0.11288378916846889,3.79269019073225,40.0,,,,,
0.11288378916846889,3.79269019073225,45.0,,,,,
0.11288378916846889,3.79269019073225,50.0,,,,,
0.11288378916846889,3.79269019073225,55.0,,,,,
0.11288378916846889,3.79269019073225,60.0,,,,,
0.11288378916846889,3.79269019073225,65.0,,,,,
0.11288378916846889,3.79269019073225,70.0,,,,,
0.11288378916846889,3.79269019073225,75.0,,,,,
0.11288378916846889,3.79269019073225,80.0,,,,,
0.11288378916846889,3.79269019073225,85.0,,,,,
0.11288378916846889,3.79269019073225,90.0,,,,,
0.11288378916846889,4.832930238571752,0.0,,,,,
0.11288378916846889,4.832930238571752,5.0,,,,,
0.11288378916846889,4.832930238571752,10.0,,,,,
0.11288378916846889,4.832930238571752,15.0,,,,,
0.11288378916846889,4.832930238571752,20.0,,,,,
0.11288378916846889,4.832930238571752,25.0,,,,,
0.11288378916846889,4.832930238571752,30.0,,,,,
0.11288378916846889,4.832930238571752,35.0,,,,,
0.11288378916846889,4.832930238571752,40.0,,,,,
0.11288378916846889,4.832930238571752,45.0,,,,,
0.11288378916846889,4.832930238571752,50.0,,,,,
0.11288378916846889,4.832930238571752,55.0,,,,,
0.11288378916846889,4.832930238571752,60.0,,,,,
0.11288378916846889,4.832930238571752,65.0,,,,,
0.11288378916846889,4.832930238571752,70.0,,,,,
0.11288378916846889,4.832930238571752,75.0,,,,,
0.11288378916846889,4.832930238571752,80.0,,,,,
0.11288378916846889,4.832930238571752,85.0,,,,,
0.11288378916846889,4.832930238571752,90.0,,,,,
0.11288378916846889,6.158482110660261,0.0,70,-0.0,-0.0,0.0,0
0.11288378916846889,6.158482110660261,5.0,70,0.0034389489032503194,0.0034389489032503194,0.0,0
0.11288378916846889,6.158482110660261,10.0,70,0.006695817577519376,0.006695817577519376,0.0,0
0.11288378916846889,6.158482110660261,15.0,70,0.009830748469323015,0.009830748469323015,0.0,0
0.11288378916846889,6.158482110660261,20.0,70,0.012963323856067095,0.012963323856067095,0.0,0
0.11288378916846889,6.158482110660261,25.0,70,0.01589331510673835,0.01589331510673835,0.0,0
0.11288378916846889,6.158482110660261,30.0,70,0.018747478656274196,0.018747478656274196,0.0,0
0.11288378916846889,6.158482110660261,35.0,70,0.021410983272032797,0.021410983272032797,0.0,0
0.11288378916846889,6.158482110660261,40.0,70,0.024182365613908966,0.024182365613908966,0.0,0
0.11288378916846889,6.158482110660261,45.0,70,0.02628461844236119,0.02628461844236119,0.0,0
0.11288378916846889,6.158482110660261,50.0,70,0.028282154289260467,0.028282154289260467,0.0,0
0.11288378916846889,6.158482110660261,55.0,70,0.03037443212984489,0.03037443212984489,0.0,0
0.11288378916846889,6.158482110660261,60.0,70,0.0319672785971258,0.0319672785971258,0.0,0
0.11288378916846889,6.158482110660261,65.0,70,0.03309495417526034,0.03309495417526034,0.0,0
0.11288378916846889,6.158482110660261,70.0,70,0.034360167550540985,0.034360167550540985,0.0,0
0.11288378916846889,6.158482110660261,75.0,70,0.03523485873346299,0.03523485873346299,0.0,0
0.11288378916846889,6.158482110660261,80.0,70,0.03581684353812426,0.03581684353812426,0.0,0
0.11288378916846889,6.158482110660261,85.0,70,0.03602634132137386,0.03602634132137386,0.0,0
0.11288378916846889,6.158482110660261,90.0,70,2.0143995533597288,0.03640710409915632,1.9779924492605725,1
0.11288378916846889,7.847599703514611,0.0,70,-0.0,-0.0,0.0,0
0.11288378916846889,7.847599703514611,5.0,70,0.003038128447839852,0.003038128447839852,0.0,0
0.11288378916846889,7.847599703514611,10.0,70,0.005896732861556731,0.005896732861556731,0.0,0
0.11288378916846889,7.847599703514611,15.0,70,0.008639456181452083,0.008639456181452083,0.0,0
0.11288378916846889,7.847599703514611,20.0,70,0.01138858549595836,0.01138858549595836,0.0,0
0.11288378916846889,7.847599703514611,25.0,70,0.013947934258224815,0.013947934258224815,0.0,0
0.11288378916846889,7.847599703514611,30.0,70,0.016445934877940098,0.016445934877940098,0.0,0
0.11288378916846889,7.847599703514611,35.0,70,0.018770691953602786,0.018770691953602786,0.0,0
0.11288378916846889,7.847599703514611,40.0,70,0.021223119805708505,0.021223119805708505,0.0,0
0.11288378916846889,7.847599703514611,45.0,70,0.023028430379480217,0.023028430379480217,0.0,0
0.11288378916846889,7.847599703514611,50.0,70,0.024752494092433158,0.024752494092433158,0.0,0
0.11288378916846889,7.847599703514611,55.0,70,0.026600885809998365,0.026600885809998365,0.0,0
0.11288378916846889,7.847599703514611,60.0,70,0.027977211601734227,0.027977211601734227,0.0,0
0.11288378916846889,7.847599703514611,65.0,70,0.02891964387053985,0.02891964387053985,0.0,0
0.11288378916846889,7.847599703514611,70.0,70,0.030033334111651044,0.030033334111651044,0.0,0
0.11288378916846889,7.847599703514611,75.0,70,0.030792476773992567,0.030792476773992567,0.0,0
0.11288378916846889,7.847599703514611,80.0,70,0.03129175413827178,0.03129175413827178,0.0,0
0.11288378916846889,7.847599703514611,85.0,70,0.03145210348624709,0.03145210348624709,0.0,0
0.11288378916846889,7.847599703514611,90.0,70,2.0144175163151323,0.03181707860883207,1.9826004377063002,1
0.11288378916846889,10.0,0.0,70,-0.0,-0.0,0.0,0
0.11288378916846889,10.0,5.0,70,0.0026645066700749236,0.0026645066700749236,0.0,0
0.11288378916846889,10.0,10.0,70,0.005151768523407309,0.005151768523407309,0.0,0
0.11288378916846889,10.0,15.0,70,0.007528305360067696,0.007528305360067696,0.0,0
0.11288378916846889,10.0,20.0,70,0.009919632195854941,0.009919632195854941,0.0,0
0.11288378916846889,10.0,25.0,70,0.012133028046510168,0.012133028046510168,0.0,0
0.11288378916846889,10.0,30.0,70,0.014298372646841306,0.014298372646841306,0.0,0
0.11288378916846889,10.0,35.0,70,0.01630736355662516,0.01630736355662516,0.0,0
0.11288378916846889,10.0,40.0,70,0.01846290607105916,0.01846290607105916,0.0,0
0.11288378916846889,10.0,45.0,70,0.01999282485078161,0.01999282485078161,0.0,0
0.11288378916846889,10.0,50.0,70,0.02146456344481705,0.02146456344481705,0.0,0
0.11288378916846889,10.0,55.0,70,0.023089990467224673,0.023089990467224673,0.0,0
0.11288378916846889,10.0,60.0,70,0.02427020094914928,0.02427020094914928,0.0,0
0.11288378916846889,10.0,65.0,70,0.02504640668946446,0.02504640668946446,0.0,0
0.11288378916846889,10.0,70.0,70,0.026025293350918223,0.026025293350918223,0.0,0
0.11288378916846889,10.0,75.0,70,0.026682316729089633,0.026682316729089633,0.0,0
0.11288378916846889,10.0,80.0,70,0.027108846290269398,0.027108846290269398,0.0,0
0.11288378916846889,10.0,85.0,70,0.027226131766623158,0.027226131766623158,0.0,0
0.11288378916846889,10.0,90.0,70,2.0144289883892124,0.027577395917714305,1.986851592471498,1
0.12742749857031338,0.1,0.0,,,,,
0.12742749857031338,0.1,5.0,,,,,
0.12742749857031338,0.1,10.0,,,,,
0.12742749857031338,0.1,15.0,,,,,
0.12742749857031338,0.1,20.0,,,,,
0.12742749857031338,0.1,25.0,,,,,
0.12742749857031338,0.1,30.0,,,,,
0.12742749857031338,0.1,35.0,,,,,
0.12742749857031338,0.1,40.0,,,,,
0.12742749857031338,0.1,45.0,,,,,
0.12742749857031338,0.1,50.0,,,,,
0.12742749857031338,0.1,55.0,,,,,
0.12742749857031338,0.1,60.0,,,,,
0.12742749857031338,0.1,65.0,,,,,
0.12742749857031338,0.1,70.0,,,,,
0.12742749857031338,0.1,75.0,,,,,
0.12742749857031338,0.1,80.0,,,,,
0.12742749857031338,0.1,85.0,,,,,
0.12742749857031338,0.1,90.0,,,,,
0.12742749857031338,0.12742749857031338,0.0,,,,,
0.12742749857031338,0.12742749857031338,5.0,,,,,
0.12742749857031338,0.12742749857031338,10.0,,,,,
0.12742749857031338,0.12742749857031338,15.0,,,,,
0.12742749857031338,0.12742749857031338,20.0,,,,,
0.12742749857031338,0.12742749857031338,25.0,,,,,
0.12742749857031338,0.12742749857031338,30.0,,,,,
0.12742749857031338,0.12742749857031338,35.0,,,,,
0.12742749857031338,0.12742749857031338,40.0,,,,,
0.12742749857031338,0.12742749857031338,45.0,,,,,
0.12742749857031338,0.12742749857031338,50.0,,,,,
0.12742749857031338,0.12742749857031338,55.0,,,,,
0.12742749857031338,0.12742749857031338,60.0,,,,,
0.12742749857031338,0.12742749857031338,65.0,,,,,
0.12742749857031338,0.12742749857031338,70.0,,,,,
0.12742749857031338,0.12742749857031338,75.0,,,,,
0.12742749857031338,0.12742749857031338,80.0,,,,,
0.12742749857031338,0.12742749857031338,85.0,,,,,
0.12742749857031338,0.12742749857031338,90.0,,,,,
0.12742749857031338,0.16237767391887217,0.0,,,,,
0.12742749857031338,0.16237767391887217,5.0,,,,,
0.12742749857031338,0.16237767391887217,10.0,,,,,
0.12742749857031338,0.16237767391887217,15.0,,,,,
0.12742749857031338,0.16237767391887217,20.0,,,,,
0.12742749857031338,0.16237767391887217,25.0,,,,,
0.12742749857031338,0.16237767391887217,30.0,,,,,
0.12742749857031338,0.16237767391887217,35.0,,,,,
0.12742749857031338,0.16237767391887217,40.0,,,,,
0.12742749857031338,0.16237767391887217,45.0,,,,,
0.12742749857031338,0.16237767391887217,50.0,,,,,
0.12742749857031338,0.16237767391887217,55.0,,,,,
0.12742749857031338,0.16237767391887217,60.0,,,,,
0.12742749857031338,0.16237767391887217,65.0,,,,,
0.12742749857031338,0.16237767391887217,70.0,,,,,
0.12742749857031338,0.16237767391887217,75.0,,,,,
0.12742749857031338,0.16237767391887217,80.0,,,,,
0.12742749857031338,0.16237767391887217,85.0,,,,,
0.12742749857031338,0.16237767391887217,90.0,,,,,
0.12742749857031338,0.20691380811147897,0.0,,,,,
0.12742749857031338,0.20691380811147897,5.0,,,,,
0.12742749857031338,0.20691380811147897,10.0,,,,,
0.12742749857031338,0.20691380811147897,15.0,,,,,
0.12742749857031338,0.20691380811147897,20.0,,,,,
0.12742749857031338,0.20691380811147897,25.0,,,,,
0.12742749857031338,0.20691380811147897,30.0,,,,,
0.12742749857031338,0.20691380811147897,35.0,,,,,
0.12742749857031338,0.20691380811147897,40.0,,,,,
0.12742749857031338,0.20691380811147897,45.0,,,,,
0.12742749857031338,0.20691380811147897,50.0,,,,,
0.12742749857031338,0.20691380811147897,55.0,,,,,
0.12742749857031338,0.20691380811147897,60.0,,,,,
0.12742749857031338,0.20691380811147897,65.0,,,,,
0.12742749857031338,0.20691380811147897,70.0,,,,,
0.12742749857031338,0.20691380811147897,75.0,,,,,
0.12742749857031338,0.20691380811147897,80.0,,,,,
0.12742749857031338,0.20691380811147897,85.0,,,,,
0.12742749857031338,0.20691380811147897,90.0,,,,,
0.12742749857031338,0.26366508987303583,0.0,,,,,
0.12742749857031338,0.26366508987303583,5.0,,,,,
0.12742749857031338,0.26366508987303583,10.0,,,,,
0.12742749857031338,0.26366508987303583,15.0,,,,,
0.12742749857031338,0.26366508987303583,20.0,,,,,
0.12742749857031338,0.26366508987303583,25.0,,,,,
0.12742749857031338,0.26366508987303583,30.0,,,,,
0.12742749857031338,0.26366508987303583,35.0,,,,,
0.12742749857031338,0.26366508987303583,40.0,,,,,
0.12742749857031338,0.26366508987303583,45.0,,,,,
0.12742749857031338,0.26366508987303583,50.0,,,,,
0.12742749857031338,0.26366508987303583,55.0,,,,,
0.12742749857031338,0.26366508987303583,60.0,,,,,
0.12742749857031338,0.26366508987303583,65.0,,,,,
0.12742749857031338,0.26366508987303583,70.0,,,,,
0.12742749857031338,0.26366508987303583,75.0,,,,,
0.12742749857031338,0.26366508987303583,80.0,,,,,
0.12742749857031338,0.26366508987303583,85.0,,,,,
0.12742749857031338,0.26366508987303583,90.0,,,,,
0.12742749857031338,0.33598182862837817,0.0,,,,,
0.12742749857031338,0.33598182862837817,5.0,,,,,
0.12742749857031338,0.33598182862837817,10.0,,,,,
0.12742749857031338,0.33598182862837817,15.0,,,,,
0.12742749857031338,0.33598182862837817,20.0,,,,,
0.12742749857031338,0.33598182862837817,25.0,,,,,
0.12742749857031338,0.33598182862837817,30.0,,,,,
0.12742749857031338,0.33598182862837817,35.0,,,,,
0.12742749857031338,0.33598182862837817,40.0,,,,,
0.12742749857031338,0.33598182862837817,45.0,,,,,
0.12742749857031338,0.33598182862837817,50.0,,,,,
0.12742749857031338,0.33598182862837817,55.0,,,,,
0.12742749857031338,0.33598182862837817,60.0,,,,,
0.12742749857031338,0.33598182862837817,65.0,,,,,
0.12742749857031338,0.33598182862837817,70.0,,,,,
0.12742749857031338,0.33598182862837817,75.0,,,,,
0.12742749857031338,0.33598182862837817,80.0,,,,,
0.12742749857031338,0.33598182862837817,85.0,,,,,
0.12742749857031338,0.33598182862837817,90.0,,,,,
0.12742749857031338,0.42813323987193935,0.0,,,,,
0.12742749857031338,0.42813323987193935,5.0,,,,,
0.12742749857031338,0.42813323987193935,10.0,,,,,
0.12742749857031338,0.42813323987193935,15.0,,,,,
0.12742749857031338,0.42813323987193935,20.0,,,,,
0.12742749857031338,0.42813323987193935,25.0,,,,,
0.12742749857031338,0.42813323987193935,30.0,,,,,
0.12742749857031338,0.42813323987193935,35.0,,,,,
0.12742749857031338,0.42813323987193935,40.0,,,,,
0.12742749857031338,0.42813323987193935,45.0,,,,,
0.12742749857031338,0.42813323987193935,50.0,,,,,
0.12742749857031338,0.42813323987193935,55.0,,,,,
0.12742749857031338,0.42813323987193935,60.0,,,,,
0.12742749857031338,0.42813323987193935,65.0,,,,,
0.12742749857031338,0.42813323987193935,70.0,,,,,
0.12742749857031338,0.42813323987193935,75.0,,,,,
0.12742749857031338,0.42813323987193935,80.0,,,,,
0.12742749857031338,0.42813323987193935,85.0,,,,,
0.12742749857031338,0.42813323987193935,90.0,,,,,
0.12742749857031338,0.5455594781168519,0.0,,,,,
0.12742749857031338,0.5455594781168519,5.0,,,,,
0.12742749857031338,0.5455594781168519,10.0,,,,,
0.12742749857031338,0.5455594781168519,15.0,,,,,
0.12742749857031338,0.5455594781168519,20.0,,,,,
0.12742749857031338,0.5455594781168519,25.0,,,,,
0.12742749857031338,0.5455594781168519,30.0,,,,,
0.12742749857031338,0.5455594781168519,35.0,,,,,
0.12742749857031338,0.5455594781168519,40.0,,,,,
0.12742749857031338,0.5455594781168519,45.0,,,,,
0.12742749857031338,0.5455594781168519,50.0,,,,,
0.12742749857031338,0.5455594781168519,55.0,,,,,
0.12742749857031338,0.5455594781168519,60.0,,,,,
0.12742749857031338,0.5455594781168519,65.0,,,,,
0.12742749857031338,0.5455594781168519,70.0,,,,,
0.12742749857031338,0.5455594781168519,75.0,,,,,
0.12742749857031338,0.5455594781168519,80.0,,,,,
0.12742749857031338,0.5455594781168519,85.0,,,,,
0.12742749857031338,0.5455594781168519,90.0,,,,,
0.12742749857031338,0.6951927961775606,0.0,,,,,
0.12742749857031338,0.6951927961775606,5.0,,,,,
0.12742749857031338,0.6951927961775606,10.0,,,,,
0.12742749857031338,0.6951927961775606,15.0,,,,,
0.12742749857031338,0.6951927961775606,20.0,,,,,
0.12742749857031338,0.6951927961775606,25.0,,,,,
0.12742749857031338,0.6951927961775606,30.0,,,,,
0.12742749857031338,0.6951927961775606,35.0,,,,,
0.12742749857031338,0.6951927961775606,40.0,,,,,
0.12742749857031338,0.6951927961775606,45.0,,,,,
0.12742749857031338,0.6951927961775606,50.0,,,,,
0.12742749857031338,0.6951927961775606,55.0,,,,,
0.12742749857031338,0.6951927961775606,60.0,,,,,
0.12742749857031338,0.6951927961775606,65.0,,,,,
0.12742749857031338,0.6951927961775606,70.0,,,,,
0.12742749857031338,0.6951927961775606,75.0,,,,,
0.12742749857031338,0.6951927961775606,80.0,,,,,
0.12742749857031338,0.6951927961775606,85.0,,,,,
0.12742749857031338,0.6951927961775606,90.0,,,,,
0.12742749857031338,0.8858667904100825,0.0,,,,,
0.12742749857031338,0.8858667904100825,5.0,,,,,
0.12742749857031338,0.8858667904100825,10.0,,,,,
0.12742749857031338,0.8858667904100825,15.0,,,,,
0.12742749857031338,0.8858667904100825,20.0,,,,,
0.12742749857031338,0.8858667904100825,25.0,,,,,
0.12742749857031338,0.8858667904100825,30.0,,,,,
0.12742749857031338,0.8858667904100825,35.0,,,,,
0.12742749857031338,0.8858667904100825,40.0,,,,,
0.12742749857031338,0.8858667904100825,45.0,,,,,
0.12742749857031338,0.8858667904100825,50.0,,,,,
0.12742749857031338,0.8858667904100825,55.0,,,,,
0.12742749857031338,0.8858667904100825,60.0,,,,,
0.12742749857031338,0.8858667904100825,65.0,,,,,
